,taxon_name,family
525380,Psychotria stenantha,Rubiaceae
525381,Psychotria stigmatophylla,Rubiaceae
525382,Psychotria sumbavana,Rubiaceae
525383,Psychotria tubuaiensis,Rubiaceae
525384,Psychotria tubulocubensis,Rubiaceae
525385,Psychotria vanoverberghii,Rubiaceae
525386,Psychotria wiakabui,Rubiaceae
525387,Psychotria winitii,Rubiaceae
525399,Psychotria catanduaniensis,Rubiaceae
525400,Psychotria henryana,Rubiaceae
525404,Galium kunmingense,Rubiaceae
525406,Psychotria voorhoevei,Rubiaceae
525408,Psychotria raynaliorum,Rubiaceae
525489,Psychotria griseola,Rubiaceae
525490,Psychotria guanchezii,Rubiaceae
525501,Galium huber-morathii,Rubiaceae
525502,Galium judaicum,Rubiaceae
525503,Galium karakulense,Rubiaceae
525504,Galium killipii,Rubiaceae
525505,Galium olivetorum,Rubiaceae
525506,Galium pamphylicum,Rubiaceae
525507,Galium penduliflorum,Rubiaceae
525508,Galium pisoderium,Rubiaceae
525509,Galium × pralognense,Rubiaceae
525514,Lepiniopsis trilocularis,Apocynaceae
525525,Psychotria alluviorum,Rubiaceae
525526,Psychotria ammericola,Rubiaceae
525527,Psychotria camerunensis,Rubiaceae
525528,Psychotria cardenasii,Rubiaceae
525529,Psychotria cyathicalyx,Rubiaceae
525530,Psychotria diplococca,Rubiaceae
525531,Psychotria dudleyi,Rubiaceae
525532,Psychotria euaensis,Rubiaceae
525533,Psychotria felsspitziensis,Rubiaceae
525534,Psychotria ferdinandi-muelleri,Rubiaceae
525535,Psychotria garciae,Rubiaceae
525542,Psychotria bimbiensis,Rubiaceae
525593,Psychotria bakossiensis,Rubiaceae
525626,Danais sulcata,Rubiaceae
525628,Phialanthus grandifolius,Rubiaceae
525653,Galium bingoelense,Rubiaceae
525658,Galium siyuanianum,Rubiaceae
525695,Rhadinopus kurivana,Rubiaceae
525707,Galium afropusillum,Rubiaceae
525708,Galium aladaghense,Rubiaceae
525709,Galium balearicum,Rubiaceae
525710,Galium campylotrichum,Rubiaceae
525711,Galium crassifolium,Rubiaceae
525712,Galium cuatrecasasii,Rubiaceae
525713,Galium rubioides,Rubiaceae
525715,Psychotria hypargyraea,Rubiaceae
525716,Psychotria lepidocarpa,Rubiaceae
525717,Psychotria leptophylla,Rubiaceae
525718,Psychotria liesneri,Rubiaceae
525719,Psychotria loefgrenii,Rubiaceae
525720,Psychotria lokohensis,Rubiaceae
525721,Psychotria lundellii,Rubiaceae
525722,Psychotria mapiriensis,Rubiaceae
525723,Psychotria melanocarpa,Rubiaceae
525724,Psychotria oligocarpa,Rubiaceae
525725,Psychotria pachygrammata,Rubiaceae
525726,Psychotria perrieri,Rubiaceae
525727,Psychotria ridleyi,Rubiaceae
525728,Psychotria sidamensis,Rubiaceae
525729,Psychotria subremota,Rubiaceae
525730,Psychotria tephrosantha,Rubiaceae
525731,Psychotria thomsonii,Rubiaceae
525732,Psychotria tutcheri,Rubiaceae
525733,Psychotria wawrana,Rubiaceae
525734,Psychotria wilkesiana,Rubiaceae
525735,Psychotria williamsii,Rubiaceae
525738,Rubovietnamia nonggangensis,Rubiaceae
525741,Danais rakotovaoi,Rubiaceae
525743,Psychotria apdavisiana,Rubiaceae
525821,Psychotria hemsleyi,Rubiaceae
525837,Galium fruticosum,Rubiaceae
525838,Galium fuegianum,Rubiaceae
525839,Galium intermedium,Rubiaceae
525840,Galium japonicum,Rubiaceae
525841,Galium × lanulosum,Rubiaceae
525842,Galium masafueranum,Rubiaceae
525843,Galium microphyllum,Rubiaceae
525844,Galium papuanum,Rubiaceae
525845,Galium pseudohelveticum,Rubiaceae
525860,Psychotria alaotrensis,Rubiaceae
525861,Psychotria angustata,Rubiaceae
525862,Psychotria barberi,Rubiaceae
525863,Psychotria banahaensis,Rubiaceae
525864,Psychotria bermejalensis,Rubiaceae
525865,Psychotria bialata,Rubiaceae
525866,Psychotria boivinii,Rubiaceae
525867,Psychotria boquetensis,Rubiaceae
525868,Psychotria brunnea,Rubiaceae
525869,Psychotria capizensis,Rubiaceae
525870,Psychotria castaneopila,Rubiaceae
525871,Psychotria crassifolia,Rubiaceae
525872,Psychotria flavida,Rubiaceae
525873,Psychotria fortuita,Rubiaceae
525874,Psychotria glandulifera,Rubiaceae
525875,Psychotria gracilipes,Rubiaceae
525876,Psychotria harmandii,Rubiaceae
525877,Psychotria heterophylla,Rubiaceae
525878,Psychotria hirsuta,Rubiaceae
525893,Galium iranicum,Rubiaceae
525898,Galium falconeri,Rubiaceae
525968,Psychotria lasiocephala,Rubiaceae
525979,Danais capituliformis,Rubiaceae
525981,Phialanthus ellipticus,Rubiaceae
525982,Phialanthus macrocalyx,Rubiaceae
526012,Galium bungoniense,Rubiaceae
526025,Psychotria notopleuroides,Rubiaceae
526177,Galium adhaerens,Rubiaceae
526179,Galium arenarium,Rubiaceae
526180,Galium azerbayjanicum,Rubiaceae
526181,Galium × barcinonense,Rubiaceae
526185,Galium cappadocicum,Rubiaceae
526186,Galium ceratoamanianum,Rubiaceae
526188,Galium coronadoense,Rubiaceae
526193,Galium scabrelloides,Rubiaceae
526197,Galium thunbergianum,Rubiaceae
526198,Galium thymifolium,Rubiaceae
526199,Galium valdepilosum,Rubiaceae
526200,Galium volcanense,Rubiaceae
526204,Psychotria hollandiae,Rubiaceae
526207,Psychotria kuhlmannii,Rubiaceae
526213,Psychotria merrittii,Rubiaceae
526216,Psychotria nubica,Rubiaceae
526218,Psychotria pachythalla,Rubiaceae
526219,Psychotria panayensis,Rubiaceae
526222,Psychotria repanda,Rubiaceae
526223,Psychotria rotensis,Rubiaceae
526224,Psychotria rufidula,Rubiaceae
526225,Psychotria scheffleri,Rubiaceae
526227,Psychotria smaragdina,Rubiaceae
526229,Psychotria streimannii,Rubiaceae
526230,Psychotria subcordata,Rubiaceae
526234,Psychotria vaccinioides,Rubiaceae
526270,Psychotria ternatifolia,Rubiaceae
526274,Galium sancakense,Rubiaceae
526276,Psychotria cheekii,Rubiaceae
526298,Hoppea dichotoma,Gentianaceae
526506,Psychotria macroserpens,Rubiaceae
526513,Exochaenium debile,Gentianaceae
526523,Bathysa multiflora,Rubiaceae
526550,Galium gaudichaudii,Rubiaceae
526551,Galium gilliesii,Rubiaceae
526554,Galium heldreichii,Rubiaceae
526556,Galium hyrcanicum,Rubiaceae
526557,Galium × lindbergii,Rubiaceae
526559,Galium martirense,Rubiaceae
526563,Galium ovalleanum,Rubiaceae
526566,Galium pringlei,Rubiaceae
526598,Psychotria adamsonii,Rubiaceae
526603,Psychotria arenosa,Rubiaceae
526604,Psychotria argantha,Rubiaceae
526607,Psychotria aurantiocarpa,Rubiaceae
526611,Psychotria bataanensis,Rubiaceae
526612,Psychotria bifaria,Rubiaceae
526613,Psychotria borjensis,Rubiaceae
526614,Psychotria crassipedunculata,Rubiaceae
526616,Psychotria denticulata,Rubiaceae
526622,Psychotria fluviatilis,Rubiaceae
526624,Psychotria haitiensis,Rubiaceae
526625,Psychotria herzogii,Rubiaceae
526663,Psychotria davidsmithiana,Rubiaceae
526828,Psychotria crassicalyx,Rubiaceae
526870,Phialanthus marianus,Rubiaceae
526904,Psychotria cuneifolia,Rubiaceae
526905,Psychotria decaryi,Rubiaceae
526906,Psychotria dura,Rubiaceae
526907,Psychotria euneura,Rubiaceae
526919,Psychotria dingalanensis,Rubiaceae
526921,Psychotria acunae,Rubiaceae
526926,Galium chekiangense,Rubiaceae
526927,Galium sichuanense,Rubiaceae
526930,Psychotria fambartiae,Rubiaceae
526933,Psychotria flagelliflora,Rubiaceae
526934,Psychotria pallidicalyx,Rubiaceae
526935,Psychotria reitsmarum,Rubiaceae
527015,Psychotria pygmaea,Rubiaceae
527021,Bathysa mendoncae,Rubiaceae
527022,Bathysa nicholsonii,Rubiaceae
527033,Galium diabolense,Rubiaceae
527034,Galium ehrenbergii,Rubiaceae
527035,Galium inconspicuum,Rubiaceae
527036,Galium intricatum,Rubiaceae
527037,Galium khorasanense,Rubiaceae
527038,Galium membranaceum,Rubiaceae
527039,Galium philippianum,Rubiaceae
527056,Psychotria abdita,Rubiaceae
527057,Psychotria alainii,Rubiaceae
527058,Psychotria albomarginata,Rubiaceae
527059,Psychotria ampla,Rubiaceae
527060,Psychotria ardisioides,Rubiaceae
527061,Psychotria aurea,Rubiaceae
527062,Psychotria auxopoda,Rubiaceae
527063,Psychotria balansae,Rubiaceae
527064,Psychotria cascajalensis,Rubiaceae
527065,Psychotria dalzellii,Rubiaceae
527066,Psychotria ficigemma,Rubiaceae
527067,Psychotria glaziovii,Rubiaceae
527071,Galium talaveranum,Rubiaceae
527081,Psychotria cochabambana,Rubiaceae
527082,Psychotria vasudevae,Rubiaceae
527115,Kochummenia terengganuensis,Rubiaceae
527166,Goniostemma punctatum,Apocynaceae
527169,Psychotria paulae,Rubiaceae
527173,Psychotria adamawae,Rubiaceae
527220,Galium agrophilum,Rubiaceae
527221,Galium bigeminum,Rubiaceae
527222,Galium brenanii,Rubiaceae
527223,Galium correllii,Rubiaceae
527224,Psychotria impercepta,Rubiaceae
527225,Psychotria japurensis,Rubiaceae
527226,Psychotria juddii,Rubiaceae
527227,Psychotria klainei,Rubiaceae
527228,Psychotria lasiostylis,Rubiaceae
527229,Psychotria leratii,Rubiaceae
527230,Psychotria melaneoides,Rubiaceae
527231,Psychotria microgrammata,Rubiaceae
527232,Psychotria monocarpa,Rubiaceae
527233,Psychotria monticola,Rubiaceae
527234,Psychotria morindiflora,Rubiaceae
527235,Psychotria muellerdomboisii,Rubiaceae
527236,Psychotria myrsinoides,Rubiaceae
527237,Psychotria nebulosa,Rubiaceae
527238,Psychotria obscura,Rubiaceae
527239,Psychotria ochroleuca,Rubiaceae
527240,Psychotria pallens,Rubiaceae
527241,Psychotria pilulifera,Rubiaceae
527242,Psychotria pininsularis,Rubiaceae
527243,Psychotria plumieri,Rubiaceae
527244,Psychotria pritchardii,Rubiaceae
527245,Psychotria remota,Rubiaceae
527246,Psychotria rudis,Rubiaceae
527247,Psychotria santaremica,Rubiaceae
527248,Psychotria secundiflora,Rubiaceae
527249,Psychotria solanoides,Rubiaceae
527250,Psychotria sorsogonensis,Rubiaceae
527251,Psychotria triclada,Rubiaceae
527252,Psychotria velutina,Rubiaceae
527265,Psychotria madulidii,Rubiaceae
527268,Psychotria stolonifera,Rubiaceae
527269,Psychotria sonkeana,Rubiaceae
527271,Psychotria blydeniae,Rubiaceae
527273,Psychotria sublyrata,Rubiaceae
527274,Psychotria senterrei,Rubiaceae
527275,Psychotria crystallina,Rubiaceae
527316,Psychotria rosulata,Rubiaceae
527319,Galium kaganense,Rubiaceae
527344,Psychotria oreadum,Rubiaceae
527359,Galium espiniacicum,Rubiaceae
527360,Galium jemense,Rubiaceae
527361,Galium mahadivense,Rubiaceae
527362,Galium marchandii,Rubiaceae
527363,Galium mechudoense,Rubiaceae
527364,Galium olgae,Rubiaceae
527365,Galium pamiroalaicum,Rubiaceae
527383,Psychotria aganosmifolia,Rubiaceae
527384,Psychotria andevorantensis,Rubiaceae
527385,Psychotria archboldii,Rubiaceae
527386,Psychotria baillonii,Rubiaceae
527387,Psychotria beaufortiensis,Rubiaceae
527388,Psychotria beddomei,Rubiaceae
527389,Psychotria bristolii,Rubiaceae
527390,Psychotria calva,Rubiaceae
527391,Psychotria capitulifera,Rubiaceae
527392,Psychotria christii,Rubiaceae
527393,Psychotria clarendonensis,Rubiaceae
527394,Psychotria cuprea,Rubiaceae
527395,Psychotria dodoensis,Rubiaceae
527396,Psychotria erythrocarpa,Rubiaceae
527397,Psychotria expansissima,Rubiaceae
527398,Psychotria helferiana,Rubiaceae
527399,Psychotria henryi,Rubiaceae
527409,Psychotria moramangensis,Rubiaceae
527410,Psychotria pulchrinervis,Rubiaceae
527423,Exochaenium lineariforme,Gentianaceae
527473,Phialanthus glaberrimus,Rubiaceae
527494,Psychotria corrugata,Rubiaceae
527527,Psychotria yagawensis,Rubiaceae
527535,Galium amorginum,Rubiaceae
527536,Galium aparinoides,Rubiaceae
527537,Galium asprellum,Rubiaceae
527538,Galium bornmuelleri,Rubiaceae
527539,Galium buschiorum,Rubiaceae
527540,Galium cespitosum,Rubiaceae
527541,Galium compactum,Rubiaceae
527542,Galium concatenatum,Rubiaceae
527543,Galium saipalense,Rubiaceae
527544,Galium × schneebergense,Rubiaceae
527545,Galium sieheanum,Rubiaceae
527546,Galium trichocarpum,Rubiaceae
527547,Galium trojanum,Rubiaceae
527548,Galium velenovskyi,Rubiaceae
527550,Psychotria holoxantha,Rubiaceae
527551,Psychotria homalosperma,Rubiaceae
527552,Psychotria ibitipocae,Rubiaceae
527553,Psychotria ignea,Rubiaceae
527554,Psychotria ihuensis,Rubiaceae
527555,Psychotria kamialii,Rubiaceae
527556,Psychotria maliensis,Rubiaceae
527557,Psychotria mirandae,Rubiaceae
527558,Psychotria ovoidea,Rubiaceae
527559,Psychotria ponce-leonis,Rubiaceae
527560,Psychotria rubiginosissima,Rubiaceae
527561,Psychotria sogerensis,Rubiaceae
527562,Psychotria subcapitata,Rubiaceae
527563,Psychotria tenuicaulis,Rubiaceae
527564,Psychotria utakwensis,Rubiaceae
527579,Psychotria boholensis,Rubiaceae
527582,Psychotria darwiniana,Rubiaceae
527585,Psychotria koumounaboualiensis,Rubiaceae
527586,Psychotria humifera,Rubiaceae
527587,Psychotria pachycalyx,Rubiaceae
527588,Psychotria pendulothyrsa,Rubiaceae
527677,Galium echinocarpum,Rubiaceae
527678,Galium elegans,Rubiaceae
527679,Galium ghilanicum,Rubiaceae
527680,Galium javanicum,Rubiaceae
527681,Galium laconicum,Rubiaceae
527682,Galium margaritaceum,Rubiaceae
527683,Galium melanantherum,Rubiaceae
527684,Galium obtusum,Rubiaceae
527685,Galium pabulosum,Rubiaceae
527698,Psychotria aborensis,Rubiaceae
527699,Psychotria anemothyrsa,Rubiaceae
527700,Psychotria cardiophylla,Rubiaceae
527701,Psychotria celebica,Rubiaceae
527702,Psychotria elmeri,Rubiaceae
527703,Psychotria fitzalanii,Rubiaceae
527704,Psychotria hellwigiensis,Rubiaceae
527713,Psychotria cutucuana,Rubiaceae
527718,Psychotria niauensis,Rubiaceae
527756,Psychotria torrenticola,Rubiaceae
527791,Danais andribensis,Rubiaceae
527792,Danais humblotii,Rubiaceae
527805,Psychotria tsaratananensis,Rubiaceae
527844,Danais randrianaivoi,Rubiaceae
527851,Galium belizianum,Rubiaceae
527860,Galium acutum,Rubiaceae
527861,Galium anguineum,Rubiaceae
527862,Galium brachyphyllum,Rubiaceae
527863,Galium roddii,Rubiaceae
527864,Galium serpylloides,Rubiaceae
527865,Galium volhynicum,Rubiaceae
527868,Normandia neocaledonica,Rubiaceae
527869,Psychotria ianthina,Rubiaceae
527870,Psychotria kairoana,Rubiaceae
527871,Psychotria kajewskii,Rubiaceae
527872,Psychotria linearisepala,Rubiaceae
527873,Psychotria mesentericarpa,Rubiaceae
527874,Psychotria mexiae,Rubiaceae
527875,Psychotria mumfordiana,Rubiaceae
527876,Psychotria nagapatensis,Rubiaceae
527877,Psychotria olgae,Rubiaceae
527878,Psychotria pervillei,Rubiaceae
527879,Psychotria ramadecumbens,Rubiaceae
527880,Psychotria solfiana,Rubiaceae
527881,Psychotria sphaerothyrsa,Rubiaceae
527882,Psychotria stevensiana,Rubiaceae
527883,Psychotria subalpina,Rubiaceae
527884,Psychotria talasensis,Rubiaceae
527885,Psychotria toviana,Rubiaceae
527886,Psychotria valetoniana,Rubiaceae
527887,Psychotria wichmannii,Rubiaceae
527888,Psychotria woronovii,Rubiaceae
527889,Psychotria wrayi,Rubiaceae
527902,Psychotria alzapaniensis,Rubiaceae
527903,Psychotria foxworthyi,Rubiaceae
527908,Danais laciniata,Rubiaceae
527910,Psychotria kivuensis,Rubiaceae
527911,Psychotria desseinii,Rubiaceae
527990,Bathysa gymnocarpa,Rubiaceae
528000,Galium divaricatum,Rubiaceae
528001,Galium floribundum,Rubiaceae
528002,Galium × hungaricum,Rubiaceae
528003,Galium × kondratjukii,Rubiaceae
528004,Galium minutulum,Rubiaceae
528005,Galium papilliferum,Rubiaceae
528006,Galium radulifolium,Rubiaceae
528022,Psychotria amboniana,Rubiaceae
528023,Psychotria arborea,Rubiaceae
528024,Psychotria arborescens,Rubiaceae
528025,Psychotria clavipes,Rubiaceae
528026,Psychotria concolor,Rubiaceae
528027,Psychotria deverdiana,Rubiaceae
528028,Psychotria diffusa,Rubiaceae
528029,Psychotria direpta,Rubiaceae
528030,Psychotria exsculpta,Rubiaceae
528031,Psychotria gyrulosa,Rubiaceae
528032,Psychotria hexandra,Rubiaceae
528040,Tammsia anomala,Rubiaceae
528046,Psychotria puyoana,Rubiaceae
528047,Psychotria temetiuensis,Rubiaceae
528049,Psychotria kupensis,Rubiaceae
528052,Psychotria grahamii,Rubiaceae
528144,Goniostemma acuminatum,Apocynaceae
528147,Psychotria golmanii,Rubiaceae
528148,Psychotria bampsiana,Rubiaceae
528204,Galium abaujense,Rubiaceae
528205,Galium angustifolium,Rubiaceae
528206,Galium aparine,Rubiaceae
528207,Galium chloroionanthum,Rubiaceae
528208,Galium craticulatum,Rubiaceae
528209,Galium czerepanovii,Rubiaceae
528210,Galium degenii,Rubiaceae
528211,Galium serpenticum,Rubiaceae
528212,Galium stepparum,Rubiaceae
528216,Psychotria horizontalis,Rubiaceae
528217,Psychotria hypoleuca,Rubiaceae
528218,Psychotria lanceolaria,Rubiaceae
528219,Psychotria lavanchiei,Rubiaceae
528220,Psychotria maingayi,Rubiaceae
528221,Psychotria manillensis,Rubiaceae
528222,Psychotria munda,Rubiaceae
528223,Psychotria muscicola,Rubiaceae
528224,Psychotria negrosensis,Rubiaceae
528225,Psychotria nicobarica,Rubiaceae
528226,Psychotria perbrevis,Rubiaceae
528227,Psychotria pisonioides,Rubiaceae
528228,Psychotria retiphlebia,Rubiaceae
528229,Psychotria rhombocarpoides,Rubiaceae
528230,Psychotria sambiranensis,Rubiaceae
528231,Psychotria stachyoides,Rubiaceae
528232,Psychotria subobovata,Rubiaceae
528233,Psychotria subpunctata,Rubiaceae
528234,Psychotria tatamana,Rubiaceae
528235,Psychotria tenuipes,Rubiaceae
528236,Psychotria tylophora,Rubiaceae
528237,Psychotria womersleyi,Rubiaceae
528254,Psychotria reynosoi,Rubiaceae
528255,Psychotria sohotonensis,Rubiaceae
528256,Psychotria surigaoensis,Rubiaceae
528258,Psychotria pteropus,Rubiaceae
528261,Psychotria kanehirae,Rubiaceae
528264,Psychotria laxithyrsa,Rubiaceae
528265,Psychotria hardyi,Rubiaceae
528266,Psychotria longicalyx,Rubiaceae
528267,Psychotria bilabiata,Rubiaceae
528367,Galium hierosolymitanum,Rubiaceae
528368,Galium incrassatum,Rubiaceae
528369,Galium monasterium,Rubiaceae
528370,Galium niewerthii,Rubiaceae
528371,Galium peloponnesiacum,Rubiaceae
528385,Psychotria aguilarii,Rubiaceae
528386,Psychotria angulata,Rubiaceae
528387,Psychotria apodocephala,Rubiaceae
528388,Psychotria brevicaulis,Rubiaceae
528389,Psychotria brevinodis,Rubiaceae
528390,Psychotria brevipedunculata,Rubiaceae
528391,Psychotria cajambrensis,Rubiaceae
528392,Psychotria carstensensis,Rubiaceae
528393,Psychotria castaneifolia,Rubiaceae
528394,Psychotria coelospermum,Rubiaceae
528395,Psychotria comptonii,Rubiaceae
528396,Psychotria copeensis,Rubiaceae
528397,Psychotria cryptogrammata,Rubiaceae
528398,Psychotria foetens,Rubiaceae
528399,Psychotria globiceps,Rubiaceae
528400,Psychotria grandiflora,Rubiaceae
528401,Psychotria haplantha,Rubiaceae
528402,Psychotria hathewayi,Rubiaceae
528415,Psychotria esmeraldana,Rubiaceae
528416,Bradea borrerioides,Rubiaceae
528474,Psychotria exellii,Rubiaceae
528497,Psychotria agamae,Rubiaceae
528509,Danais breviflora,Rubiaceae
528510,Danais verticillata,Rubiaceae
528511,Kochummenia parviflora,Rubiaceae
528513,Phialanthus linearis,Rubiaceae
528533,Galium pobedimovae,Rubiaceae
528536,Psychotria palifera,Rubiaceae
528578,Bradea bicornuta,Rubiaceae
528585,Galium antitauricum,Rubiaceae
528586,Galium brevifolium,Rubiaceae
528587,Galium × centroniae,Rubiaceae
528588,Galium demissum,Rubiaceae
528589,Galium runcinatum,Rubiaceae
528590,Galium samothracicum,Rubiaceae
528591,Galium thasium,Rubiaceae
528592,Galium trifidum,Rubiaceae
528593,Psychotria humilis,Rubiaceae
528594,Psychotria imthurnii,Rubiaceae
528595,Psychotria inaequalis,Rubiaceae
528596,Psychotria kahuziensis,Rubiaceae
528597,Psychotria klossii,Rubiaceae
528598,Psychotria lanceifolia,Rubiaceae
528599,Psychotria lasiophthalma,Rubiaceae
528600,Psychotria laui,Rubiaceae
528601,Psychotria leptantha,Rubiaceae
528602,Psychotria limonensis,Rubiaceae
528603,Psychotria martiusii,Rubiaceae
528604,Psychotria mayana,Rubiaceae
528605,Psychotria molinae,Rubiaceae
528606,Psychotria osiana,Rubiaceae
528607,Psychotria pacorensis,Rubiaceae
528608,Psychotria rhombocarpa,Rubiaceae
528609,Psychotria rhytidocarpa,Rubiaceae
528610,Psychotria speciosa,Rubiaceae
528611,Psychotria ulei,Rubiaceae
528612,Psychotria umbellifera,Rubiaceae
528613,Psychotria xantholoba,Rubiaceae
528622,Psychotria alabatensis,Rubiaceae
528623,Psychotria galintanensis,Rubiaceae
528625,Galium rupifragum,Rubiaceae
528631,Psychotria uapacifolia,Rubiaceae
528632,Psychotria ghanensis,Rubiaceae
528633,Psychotria hawthornei,Rubiaceae
528718,Psychotria piolampra,Rubiaceae
528728,Psychotria gossweileri,Rubiaceae
528740,Galium exaltatum,Rubiaceae
528741,Galium kahelianum,Rubiaceae
528742,Galium magellanicum,Rubiaceae
528743,Galium megalanthum,Rubiaceae
528744,Galium pennellii,Rubiaceae
528745,Galium pseudotriflorum,Rubiaceae
528762,Psychotria alpestris,Rubiaceae
528763,Psychotria biaristata,Rubiaceae
528764,Psychotria brachyceras,Rubiaceae
528765,Psychotria chrysanthoides,Rubiaceae
528766,Psychotria djumaensis,Rubiaceae
528767,Psychotria faucicola,Rubiaceae
528768,Psychotria geronensis,Rubiaceae
528769,Psychotria hainanensis,Rubiaceae
528865,Psychotria cordata,Rubiaceae
528873,Danais rhamnifolia,Rubiaceae
528875,Phialanthus revolutus,Rubiaceae
528900,Psychotria deltata,Rubiaceae
528955,Galium amblyophyllum,Rubiaceae
528956,Galium antarcticum,Rubiaceae
528957,Galium avascense,Rubiaceae
528958,Galium breviramosum,Rubiaceae
528959,Galium canescens,Rubiaceae
528960,Galium cinereum,Rubiaceae
528961,Galium suffruticosum,Rubiaceae
528963,Psychotria hivaoana,Rubiaceae
528964,Psychotria ivakoanyensis,Rubiaceae
528965,Psychotria lecomtei,Rubiaceae
528966,Psychotria longirostrata,Rubiaceae
528967,Psychotria mahonii,Rubiaceae
528968,Psychotria phanerophlebia,Rubiaceae
528969,Psychotria pseudomicrodaphne,Rubiaceae
528970,Psychotria pseudoplatyphylla,Rubiaceae
528971,Psychotria pulchrebracteata,Rubiaceae
528972,Psychotria pulleniana,Rubiaceae
528973,Psychotria ramosii,Rubiaceae
528974,Psychotria rauwolfioides,Rubiaceae
528975,Psychotria reineckei,Rubiaceae
528976,Psychotria rhinocerotis,Rubiaceae
528977,Psychotria rubiginosa,Rubiaceae
528978,Psychotria saltatrix,Rubiaceae
528979,Psychotria sanluisensis,Rubiaceae
528980,Psychotria sastrei,Rubiaceae
528981,Psychotria schumanniana,Rubiaceae
528982,Psychotria semifissa,Rubiaceae
528983,Psychotria stricta,Rubiaceae
528984,Psychotria sylvatica,Rubiaceae
528985,Psychotria voluta,Rubiaceae
528986,Psychotria vomensis,Rubiaceae
529001,Psychotria iridensis,Rubiaceae
529003,Galium nigdeense,Rubiaceae
529006,Psychotria leeuwenbergiana,Rubiaceae
529007,Psychotria neurosticta,Rubiaceae
529008,Psychotria retrofracta,Rubiaceae
529080,Psychotria pendula,Rubiaceae
529099,Galium estebanii,Rubiaceae
529100,Galium glaberrimum,Rubiaceae
529101,Galium litorale,Rubiaceae
529102,Galium lovcense,Rubiaceae
529103,Galium morii,Rubiaceae
529104,Galium pisiferum,Rubiaceae
529105,Galium productum,Rubiaceae
529106,Galium pusillum,Rubiaceae
529107,Galium pyrenaicum,Rubiaceae
529123,Psychotria alba,Rubiaceae
529124,Psychotria andersonii,Rubiaceae
529125,Psychotria brackenridgei,Rubiaceae
529126,Psychotria cadigensis,Rubiaceae
529127,Psychotria congesta,Rubiaceae
529128,Psychotria conocarpa,Rubiaceae
529129,Psychotria densifolia,Rubiaceae
529131,Psychotria dolichosepala,Rubiaceae
529132,Psychotria glabrata,Rubiaceae
529136,Psychotria jefensis,Rubiaceae
529137,Psychotria romolerouxiana,Rubiaceae
529218,Danais longipedunculata,Rubiaceae
529238,Psychotria razafimandimbisonii,Rubiaceae
529286,Psychotria yenii,Rubiaceae
529294,Bradea montana,Rubiaceae
529300,Galium amatymbicum,Rubiaceae
529301,Galium araucanum,Rubiaceae
529302,Galium atherodes,Rubiaceae
529303,Galium ceratopodum,Rubiaceae
529304,Galium corsicum,Rubiaceae
529305,Galium sidamense,Rubiaceae
529306,Galium tomentosum,Rubiaceae
529307,Galium virgatum,Rubiaceae
529308,Psychotria insolens,Rubiaceae
529309,Psychotria laciniata,Rubiaceae
529310,Psychotria lancilimba,Rubiaceae
529311,Psychotria lasiopus,Rubiaceae
529312,Psychotria megistophylla,Rubiaceae
529313,Psychotria monteverdensis,Rubiaceae
529314,Psychotria mortehanii,Rubiaceae
529315,Psychotria neillii,Rubiaceae
529316,Psychotria nubicola,Rubiaceae
529317,Psychotria pallidifolia,Rubiaceae
529318,Psychotria pearcei,Rubiaceae
529319,Psychotria reducta,Rubiaceae
529320,Psychotria rufovaginata,Rubiaceae
529321,Psychotria rutila,Rubiaceae
529322,Psychotria tomaniviensis,Rubiaceae
529323,Psychotria tsiandrensis,Rubiaceae
529324,Psychotria verschuerenii,Rubiaceae
529325,Psychotria warongloaensis,Rubiaceae
529326,Psychotria zepelaciana,Rubiaceae
529342,Psychotria kwewonii,Rubiaceae
529343,Psychotria monensis,Rubiaceae
529345,Danais disticha,Rubiaceae
529347,Psychotria kribiensis,Rubiaceae
529348,Psychotria onanae,Rubiaceae
529349,Psychotria neodouarrei,Rubiaceae
529420,Galium psilocladum,Rubiaceae
529444,Psychotria penangensis,Rubiaceae
529445,Psychotria obscurinervia,Rubiaceae
529458,Galium hatschbachii,Rubiaceae
529459,Galium hierochuntinum,Rubiaceae
529460,Galium incanum,Rubiaceae
529461,Galium irinae,Rubiaceae
529462,Galium monticola,Rubiaceae
529463,Galium × mutabile,Rubiaceae
529464,Galium obliquum,Rubiaceae
529465,Galium parisiense,Rubiaceae
529466,Galium philippinense,Rubiaceae
529481,Psychotria alatipes,Rubiaceae
529482,Psychotria alticola,Rubiaceae
529483,Psychotria arirambana,Rubiaceae
529484,Psychotria banaona,Rubiaceae
529485,Psychotria ceratalabastron,Rubiaceae
529486,Psychotria conglobata,Rubiaceae
529487,Psychotria erratica,Rubiaceae
529488,Psychotria evenia,Rubiaceae
529489,Psychotria fruticetorum,Rubiaceae
529503,Psychotria convergens,Rubiaceae
529504,Psychotria uapoensis,Rubiaceae
529508,Galium duthiei,Rubiaceae
529515,Psychotria diminuta,Rubiaceae
529627,Psychotria asterogramma,Rubiaceae
529628,Galium alboflorum,Rubiaceae
529666,Galium aetnicum,Rubiaceae
529667,Galium × alberti,Rubiaceae
529668,Galium asparagifolium,Rubiaceae
529669,Galium brockmannii,Rubiaceae
529670,Galium coriaceum,Rubiaceae
529671,Galium speciosum,Rubiaceae
529672,Galium tendae,Rubiaceae
