Anisopus exellii
Ceropegia ariyittaparensis
Stenostelma urceolatum
Ceropegia theronii
Ceropegia laotica
Ceropegia boonjarasii
Ceropegia gardneri
Ceropegia thorelii
Swertia pahalgamensis
Ceropegia cyperifolia
Ceropegia cordata
Ceropegia gracilidens
Plocama alshehbazii
Spigelia reitzii
Ceropegia christianeae
Ceropegia graminea
Ceropegia thorutii
Ceropegia foetidiflora
Swertia lastii
Spigelia ayotzinapensis
Ceropegia ellenbeckii
Ceropegia longirostris
Swertia stricta
Swertia mileensis
Luculia yunnanensis
Ceropegia loranthiflora
Mantalania longipedunculata
Ceropegia spatuliloba
Swertia kashmirensis
Ceropegia chuakulii
Neanotis prabhui
Swertia hongquanii
Ceropegia copleyae
Ceropegia debilis
Ceropegia loureiroi
Fischeria columbiana
Ceropegia reflexa
Ceropegia pseudorhynchantha
Ceropegia cordifolia
Swertia beddomei
Ceropegia elegantior
Ceropegia mafekingensis
Swertia mildbraedii
Spigelia mexicana
Schismatoclada spathulata
Ceropegia brachyceras
Ceropegia pygmaea
Ceropegia buraoensis
Spigelia palmeri
Bertiera sinoensis
Ceropegia emdenpienaarii
Swertia subuniflora
Spigelia faveolata
Ceropegia monteiroae
Ceropegia adamsiana
Ceropegia subaphylla
Ceropegia thaithongiae
Ceropegia mwinilungensis
Swertia patnitopiansis
Spigelia elbakyanii
Swertia calicina
Ceropegia mucheveensis
Ceropegia ansariana
Chamaepentas greenwayi
Ceropegia capensis
Swertia erosula
Ceropegia kumaonensis
Ceropegia bonafouxii
Ceropegia brevitubulata
Ceropegia woodii
Ceropegia aloicola
Ceropegia aquamontana
Ceropegia robinsonii
Ceropegia citrina
Parahancornia krukovii
Swertia wardii
Spigelia aenea
Ceropegia digitiformis
Ceropegia marronina
Ceropegia leptotes
Ceropegia nampyana
Ceropegia luzhiensis
Spigelia xochiquetzalliana
Ceropegia cordiloba
Ceropegia schliebenii
Ceropegia arenarioides
Ceropegia mirabilis
Ceropegia calcicola
Ceropegia arnotii
Swertia pinetorum
Xestaea lisianthoides
Spigelia mocinoi
Ceropegia tundavalensis
Swertia woodii
Ceropegia concanensis
Ceropegia heidukiae
Swertia drassensis
Spigelia alborubra
Swertia yezo-alpina
Ceropegia albipilosa
Swertia speciosa
Swertia longifolia
Ceropegia obtusa
Stenostelma ligulatum
Ceropegia jinshaensis
Swertia steenisii
Ceropegia cochleata
Ceropegia chimanimaniensis
Ceropegia longicaudata
Ceropegia jilongensis
Plocama ehrendorferi
Psychotria reflexiloba
Psychotria janssensii
Psychotria nubisylvae
Psychotria conica
Psychotria sopkinii
Psychotria samoritourei
Psychotria reflexipes
Psychotria basicordata
Psychotria mutabilis
Galium cariense
Psychotria pacifica
Psychotria ireneae
Psychotria breteleri
Psychotria guerzeensis
Galium dumosum
Galium × pomariorum
Psychotria antilahimenae
Psychotria varians
Psychotria stenostegia
Psychotria longicornis
Galium olympicum
Psychotria pandoana
Galium dincii
Psychotria birkinshawiana
Psychotria nigotei
Psychotria synactica
Psychotria veillonii
Galium kulluense
Fockea angustifolia
Psychotria altimontana
Galium lishanense
Psychotria calocarpa
Psychotria ortiziana
Psychotria zapotecana
Psychotria orbicalyx
Psychotria anthocleistifolia
Psychotria subsessilis
Psychotria tetragonopus
Psychotria jidehensis
Psychotria beentjei
Psychotria nzabii
Psychotria hedraeocephala
Psychotria oblongicarpa
Psychotria tchoutoi
Psychotria dewildei
Psychotria droissartii
Psychotria nerei
Psychotria calyptrata
Psychotria augustaflussiana
Psychotria marantifolia
Psychotria spathulifolia
Psychotria champluvierae
Galium densiflorum
Galium ascendens
Galium rubrum
Psychotria elephantina
Psychotria gopalanii
Psychotria davisiana
Psychotria sitae
Psychotria retrorsipilis
Psychotria awa
Galium moralesianum
Psychotria prainii
Psychotria wieringae
Psychotria radicifera
Psychotria aurantiiflora
Psychotria aquatica
Psychotria accumulans
Galium cryptanthum
Galium verticillatum
Danais antilahimenae
Danais masoalana
Psychotria baldwinii
Psychotria taedoumgii
Psychotria hirsutissima
Psychotria geoscopa
Psychotria patuloneura
Psychotria degreefii
Galium firmum
Psychotria edaphothrix
Psychotria maynasana
Psychotria acutigemma
Psychotria hamifera
Psychotria titanophylla
Psychotria gigantifolia
Psychotria campoensis
Psychotria adafoana
Psychotria ermitensis
Galium ovitdaghense
Galium anglicum
Psychotria korupensis
Psychotria gracilicornis
Psychotria cussetii
Psychotria rubens
Psychotria trichantha
Psychotria laticalyx
Psychotria eladii
Psychotria maesenii
Galium humifusum
Lepiniopsis ternatensis
Galium aristatum
Galium valantioides
Galium karliovaense
Psychotria rubriflora
Galium × pomeranicum
Galium debile
Psychotria hypsophila
Psychotria rubriceps
Psychotria lophocarpa
Psychotria bilineata
Galium maritimum
Psychotria eumachioides
Psychotria pedunculosa
Psychotria issembei
Psychotria duncanthomasii
Psychotria blepharocalyx
Psychotria inegi
Psychotria cornuta
Galium shinasii
Psychotria ambatovensis
Galium shengkuangense
Galium broterianum
Galium citraceum
Psychotria brevifissa
Psychotria descoingsii
Psychotria magnistipula
Psychotria satabiei
Psychotria villicarpa
Psychotria dipteropoda
Psychotria brittonii
Psychotria bissei
Psychotria cromophila
Psychotria anisophylla
Rubovietnamia coronula
Galium nanhumontanum
Psychotria voorhoevei
Psychotria raynaliorum
Lepiniopsis trilocularis
Galium bingoelense
Galium siyuanianum
Galium cuatrecasasii
Danais rakotovaoi
Psychotria apdavisiana
Psychotria banahaensis
Psychotria notopleuroides
Galium sancakense
Psychotria cheekii
Psychotria davidsmithiana
Psychotria fambartiae
Psychotria flagelliflora
Psychotria pallidicalyx
Psychotria reitsmarum
Psychotria cochabambana
Psychotria vasudevae
Kochummenia terengganuensis
Psychotria paulae
Psychotria adamawae
Psychotria blydeniae
Psychotria sublyrata
Psychotria senterrei
Psychotria crystallina
Psychotria rosulata
Psychotria moramangensis
Psychotria pulchrinervis
Psychotria corrugata
Psychotria koumounaboualiensis
Psychotria humifera
Psychotria pachycalyx
Psychotria pendulothyrsa
Galium elegans
Psychotria niauensis
Danais randrianaivoi
Danais laciniata
Psychotria kivuensis
Psychotria desseinii
Psychotria grahamii
Psychotria golmanii
Psychotria bampsiana
Psychotria kanehirae
Psychotria laxithyrsa
Psychotria hardyi
Psychotria longicalyx
Psychotria bilabiata
Galium niewerthii
Bradea borrerioides
Kochummenia parviflora
Galium pobedimovae
Psychotria palifera
Galium samothracicum
Psychotria uapacifolia
Psychotria ghanensis
Psychotria hawthornei
Psychotria biaristata
Psychotria deltata
Galium antarcticum
Psychotria leeuwenbergiana
Psychotria neurosticta
Psychotria retrofracta
Psychotria glabrata
Psychotria razafimandimbisonii
Danais disticha
Psychotria kribiensis
Psychotria onanae
Psychotria neodouarrei
Galium obliquum
Psychotria diminuta
Psychotria asterogramma
Galium alboflorum
Psychotria moensis
Psychotria yaoundensis
Galium hohuanshanense
Psychotria rhynchodiscus
Coprosma hookeri
Gaertnera pedunculata
Gaertnera monticola
Gaertnera velutina
Gaertnera calycina
Stevensia trilobata
Astiella desseinii
Coprosma tahitensis
Stevensia hotteana
Gaertnera masoalana
Astiella latifolia
Stevensia farinosa
Asperula involucrata
Gaertnera breviflora
Astiella confusa
Gaertnera rubra
Gaertnera vernicosa
Astiella perrieri
Neonauclea kranjiensis
Astiella deblockiae
Astiella antongilensis
Desmidorchis tardellii
Gaertnera xerophila
Gaertnera sclerophylla
Astiella longifimbria
Gaertnera hirsuta
Coprosma × cunninghamii
Gaertnera robusta
Manettia dubia
Stevensia ekmaniana
Stevensia ebracteata
Gaertnera nitida
Gaertnera luteocarpa
Crawfurdia puberula
Stevensia grandiflora
Stevensia minutifolia
Stevensia samanensis
Manettia spraguei
Astiella antsalovansis
Manettia sanctae-martae
Gaertnera littoralis
Bungarimba kahayanensis
Astiella pulla
Coprosma stephanocarpa
Coprosma kawaikiniensis
Asperula tymphaea
Manettia gracilis
Asperula tschernevae
Empogona jenniferae
Gaertnera malcomberiana
Coprosma cordicarpa
Neonauclea viridiflora
Asperula cankiriensis
Gaertnera rakotovaoana
Astiella homolleae
Bungarimba papuana
Dalzielia oblanceolata
Asperula anatolica
Asperula perpusilla
Stevensia aculeolata
Gaertnera razakamalalana
Gaertnera laevis
Coprosma autumnalis
Neonauclea connicalycina
Gaertnera arenarioides
Desmidorchis impostor
Crawfurdia thibetica
Stevensia ovatifolia
Astiella tsaratanensis
Asperula fidanii
Asperula gobicola
Gaertnera diversifolia
Ixora kalehensis
Dirichletia pubescens
Ixora moskovitsiana
Ixora griffithii
Ixora decaryi
Ixora lagenifructa
Ixora longipedicellata
Ixora pallens
Dirichletia obovata
Hedythyrsus katangensis
Ixora pedalis
Ixora rugulosa
Ixora guillenii
Alyxia siamensis
Canscora shrirangiana
Squamellaria vanuatuensis
Ixora lavanya
Huernia engleri
Ixora reynaldoi
Huernia hadhramautica
Omiltemia guerrerensis
Ixora gautieri
Ixora smithiana
Ixora ripicola
Ixora longifolia
Ixora fuscovenosa
Ixora alejandroi
Ixora schunkeana
Ixora megalophylla
Canscora pauciflora
Ixora andina
Neurocalyx bremeri
Alyxia funingensis
Ixora rudgeoides
Neurocalyx gardneri
Ixora masoalensis
Alyxia leucogyne
Nertera scapanioides
Canscora perfoliata
Ixora silagoensis
Ixora froelichiana
Nephradenia pendula
Ixora chakrabortyi
Hillia killipii
Ixora phulangkaensis
Ixora palawanensis
Denscantia calcicola
Ixora vasquezii
Ixora rudasiana
Feretia virgata
Hoya ottolanderi
Hoya yingjiangensis
Hoya spencii
Hedyotis manasensis
Hoya longlingensis
Hoya ariffinii
Henriquezia verticillata
Hoya laurifoliopsis
Hoya loyceandrewsiana
Hoya kaikoana
Hoya evelinae
Hoya sabaensis
Hoya kachinensis
Hoya boycei
Hoya malata
Hoya × tuafanua
Hoya peninsularis
Hoya yuennanensis
Hoya olosegaensis
Hoya gretheri
Hedyotis taishanensis
Hoya pseudobicolensis
Hoya purpureofusca
Hoya stenakei
Hoya yvesrocheri
Hoya phuluangensis
Hoya gutierrezii
Hoya stafeensis
Hoya matiensis
Cibirhiza spiculata
Hoya uplandgrantensis
Hoya antilaoensis
Hedyotis zhihaoana
Cynanchica crassifolia
Hoya marananiae
Toxocarpus incarnatus
Hoya phuwuaensis
Hoya samoa-albiflora
Cynanchica lipskyana
Hoya solokensis
Hedyotis howii
Hoya carandangiana
Hoya reticulata
Hoya josetteae
Hoya patameaensis
Hedyotis lychnidifolia
Hoya corneri
Hoya sagcalii
Hedyotis nanlingensis
Hoya crassipetiolata
Hoya nutans
Hoya bauensis
Hedyotis pubicaulis
Hoya perakensis
Hoya placerensis
Hoya decipulae
Hoya buntokensis
Hedyotis verticillaris
Hoya pyrifolia
Hoya sarawakensis
Hoya kapuasensis
Landolphia obovata
Hoya gigas
Hoya peekelii
Hedyotis lancea
Toxocarpus fenixii
Hoya lanataiensis
Hoya luatekensis
Hoya montelbanensis
Hoya taylorii
Hoya sumatrana
Hoya hernaezii
Hoya agusanensis
Hoya pulchra
Hoya ruthiae
Hoya subquaterna
Hedyotis garrettii
Hedyotis havilandii
Hedyotis punicea
Toxocarpus gracilis
Hoya taywanisensis
Hoya kerangasensis
Pseudopyxis monilirhizoma
Hoya occultata
Hoya jiewhoeana
Hoya surisana
Hoya mcclurei
Hoya tjampeaensis
Hoya medinae
Hoya brassii
Hedyotis quinquinervia
Hoya reynosae
Cynanchica woronowii
Hoya nova
Hoya papillantha
Hoya tamdaoensis
Hoya narcissiflora
Hoya migueldavidii
Hoya koteka
Hoya isabelchanae
Hoya uniflora
Hoya palawanensis
Hoya juhoneweana
Badusa palawanensis
Strempeliopsis arborea
Hedyotis puffii
Hoya sulawesiana
Lintersemina chucuriensis
Hoya longicalyx
Hoya tetrantha
Hoya lyi
Hoya larrycahilogii
Hoya linapauliana
Hoya galenii
Picrophloeus javanensis
Hoya puber
Hoya rigidifolia
Hoya tengchongensis
Landolphia persooniana
Hoya inconspicua
Hoya pimenteliana
Hoya carrii
Hoya versteegii
Hedyotis pubirachis
Hedyotis shoolamudi
Hoya sichuanensis
Hoya crassior
Hoya shepherdii
Hoya krusenstierniana
Hoya corollivillosa
Hoya mindanaoensis
Hoya infantalensis
Hedyotis interrupta
Hoya hainanensis
Hoya lactea
Hedyotis papafranciscoi
Hoya baguioensis
Pseudopyxis depressa
Hoya indaysarae
Landolphia verrucosa
Hoya frakeii
Hoya maquilingensis
Hoya bakoensis
Hoya leembruggeniana
Hoya edholmiana
Hedyotis puberulifolia
Badusa palauensis
Hedyotis pruinosa
Hedyotis scoparia
Hoya borneoensis
Hedyotis hamiguitanensis
Hoya eumbeitii
Landolphia anthonii
Hoya lutea
Hoya tannaensis
Hoya artwhistleri
Hoya deleoniorum
Hoya gaoligongensis
Hoya negrosensis
Hedyotis montana
Hoya uafatoensis
Hoya calyxminuta
Hedyotis tonggulingensis
Hoya amicabilis
Hoya sangguensis
Cynanchica pontica
Hoya maxima
Hedyotis matthewii
Hedyotis rajasekaranii
Hoya lamthanhiae
Hoya aphylla
Hoya ambrosiae
Hoya peltata
Hoya benvergarae
Hoya collettii
Hedyotis austrosinica
Hoya nyingchiensis
Hedyotis sithiravaraiensis
Hoya dulitensis
Henriquezia jenmanii
Hoya annaleesoligamiae
Cynanchica woloszczakii
Hoya polypus
Hoya imperialis
Hoya neoguineensis
Hedyotis densa
Toxocarpus eriocarpus
Hoya reyesii
Hoya corollimarginata
Hoya batutikarensis
Hoya garciae
Mussaenda yunnanensis
Geissospermum sericeum
Glossostipula strigosa
Schizacme ciliata
Mussaenda liedeae
Hymenodictyon austroafricanum
Lepinia taitensis
Lepinia marquisensis
Mussaenda recurvata
Leptodermis hechiensis
Mussaenda campanulata
Conomitra linearis
Megacodon lushuiensis
Lacmellea klugii
Tabernaemontana ochoterenae
Tabernaemontana riverae
Mussaenda grandibracteata
Hymenodictyon kaokoensis
Mussaenda horenensis
Cosmostigma hainanense
Tabernaemontana chamelensis
Geissospermum argenteum
Geissospermum reticulatum
Geissospermum urceolatum
Lepinia solomonensis
Mussaenda ferruginea
Paranotis halfordii
Mussaenda reflexisepala
Tabernaemontana alternifolia
Hymenodictyon scabrum
Lepinia ponapensis
Nenax velutina
Hymenodictyon fimbriolatum
Tabernaemontana fragrans
Cosmostigma philippinense
Rosenbergiodendron reflexum
Tabernaemontana brachypoda
Tabernaemontana crispiflora
Scleromitrion koanum
Coffea rizetiana
Pentanisia foetida
Faramea quijosana
Leptopetalum racemosum
Eumachia rostrata
Faramea kampauicola
Ruehssia carvalhoi
Ruehssia avacanoeira
Ruehssia mexicana
Ruehssia paraguaiensis
Ruehssia malmeana
Ruehssia tholiformis
Monolluma socotrana
Leptostigma pilosum
Kraussia kirkii
Cynanchum insipidum
Lomatogonium minus
Ischnolepis natalensis
Ceropegia vemanae
Ceropegia swazica
Ceropegia luteiflora
Ceropegia gracillima
Chamaepentas hindsioides
Ceropegia annamacharyae
Ceropegia rangacharii
Ceropegia bruceae
Ceropegia glabra
Psychotria havilandii
Psychotria betotozafyi
Psychotria deflexiflora
Cynanchica staliana
Picrophloeus belukar
Scleromitrion delicatum
Funastrum heterophyllum
Eumachia monopedicellata
Schlechterella africana
Vangueria monteiroi
Ibatia rubra
Palicourea ottonis
Palicourea ceratantha
Palicourea bostrychothyrsus
Palicourea adderleyi
Palicourea venulosa
Palicourea lozadae
Cordiera subaurea
Stephanotis crinita
Stephanotis arabica
Matelea leucodermis
Spermacoce schumannii
Leichhardtia mira
Leichhardtia cremea
Macropharynx pulchra
Macropharynx isthmica
Schumanniophyton problematicum
Sabatia decandra
Dischidia parasita
Orianthera pusilla
Tromotriche umdausensis
Lucya tetrandra
Gentianella stevenii
Paragenipa lancifolia
Gentianella lobelioides
Stathmostelma wildemanianum
Vincetoxicum iringensis
Vincetoxicum spirale
Stenaria umbratilis
Ophiorrhiza kainulainenii
Pyrostria ampijoroensis
Curtia patula
Ophiorrhiza emeiensis
Heinsia mozambicensis
Chassalia triceps
Eumachia frutescens
Canephora ambrensis
Molopanthera paniculata
Faramea vernicosa
Faramea tenuiflora
Platycarpum loretensis
Platycarpum vriesendorpiae
Faramea camposiana
Eumachia lepiniana
Leptopetalum mexicanum
Faramea scandens
Eumachia impatiens
Eumachia lophoclada
Eumachia kappleri
Ruehssia montana
Ruehssia trivirgulata
Ruehssia salaschiblii
Apteranthes tuberculata
Hexasepalum radulum
Jamaicanthus laurifolius
Metastelma hookerianum
Orthosia subulata
Atractocarpus mollis
Lomatogonium lubahnianum
Telosma angustiloba
Cynanchum graphistemmatoides
Ceropegia schinziata
Ceropegia floribundior
Ceropegia dyeri
Ceropegia codonantha
Psychotria bernieri
Bullockia fadenii
Steenisia elata
Cynanchica icarica
Mussaenda sabahensis
Gongronemopsis truncata
Chlorocyathus lobulata
Palicourea villipila
Palicourea chaponiana
Palicourea axillaris
Vangueria burnettii
Palicourea spicata
Palicourea sanchezii
Palicourea minarum
Palicourea glandulicalyx
Palicourea jambosioides
Kailarsenia hygrophila
Matelea johnstonii
Leichhardtia volcanica
Leichhardtia lorea
Leichhardtia tylophoroides
Spermacoce affinis
Ephippiocarpa orientalis
Augusta vitiensis
Achilleanthus novobrittaniensis
Debia krewanhensis
Geniostoma lydgatei
Phyllopentas ionolaena
Carapichea urniformis
Dolichocarpa coerulescens
Wendlandia heynei
Cyrtophyllum fragrans
Stenotis arenaria
Vincetoxicum brevipes
Vincetoxicum cordifolium
Vincetoxicum cycleoides
Vincetoxicum umbelliferum
Vincetoxicum parviurnulum
Vincetoxicum kerrii
Vincetoxicum oblongum
Saba thompsonii
Ophiorrhiza modesta
Ophiorrhiza oblanceolata
Ophiorrhiza baishaiensis
Eumachia balabacensis
Ridsdalea graciliflora
Hexaphylla doerfleri
Ridsdalea schoemannii
Eumachia geminodens
Eumachia merrilliana
Acranthera virescens
Chthamalia schaffneri
Ruehssia breviramosa
Ruehssia gualanensis
Ruehssia brasiliensis
Ruehssia micrantha
Ruehssia fontellana
Hexasepalum gardneri
Apteranthes staintonii
Ditassa obovata
Urceola laevigata
Deppea scoti
Cynanchum hooperianum
Ceropegia incana
Ceropegia togoensis
Ceropegia tenuissifolia
Ceropegia chlorantha
Ceropegia nutans
Plocama dezfulensis
Ceropegia molaventi
Neanotis latifolia
Ceropegia spathulata
Ceropegia schoenlandiana
Galium stebbinsii
Desmidorchis flava
Cynanchica abchasica
Landolphia leptantha
Cynanchica setulosa
Cynanchica naufraga
Eumachia chaenotricha
Ridsdalea merrillii
Faramea foreroana
Eumachia acuifolia
Funastrum saganii
Canephora maroana
Hexaphylla arcadiensis
Canephora angustifolia
Faramea cuencana
Faramea stoneana
Faramea galerasana
Exallosperma longiflora
Coelospermum paniculatum
Coelospermum nomac
Faramea fosteri
Coffea pustulata
Mussaendopsis celebica
Guettardella chinensis
Trachelospermum tulinense
Symphyllophyton aequalifolium
Mitracarpus micranthus
Hemipogon trilobatus
Nauclea nyasica
Aspidosperma confertiflorum
Ochrosia thiollierei
Guettardella philippinensis
Symphyllophyton horologium
Orthanthera albida
Guettardella multiflora
Kindia gangan
Aspidosperma crypticum
Aspidosperma duckei
Aspidosperma rizzoanum
Pattalias palmeri
Aspidosperma formosanum
Nauclea latifolia
Aspidosperma heringeri
Ochrosia newelliana
Ochrosia sevenetii
Orthanthera viminea
Symphyllophyton strictifolium
Orthanthera stricta
Sericanthe chimanimaniensis
Ochrosia citrodora
Ochrosia novocaledonica
Mitracarpus carajasensis
Mitracarpus semirianus
Aspidosperma castroanum
Aspidosperma huberianum
Chloropetalum brasiliense
Ochrosia brevituba
Pacouria guianensis
Hemipogon peruvianus
Guettardella ovatifolia
Aspidosperma brasiliense
Massularia stevartiana
Aspidosperma flaviflorum
Chlorocyathus monteiroae
Guettardella caudata
Aspidosperma centrale
Aspidosperma tambopatense
Aspidosperma excelsum
Orthanthera gossweileri
Aspidosperma gilbertii
Mitracarpus tenuis
Ochrosia acuminata
Aspidosperma dardanoanum
Symphyllophyton gradatum
Ballyanthus major
Aspidosperma steinbachii
Hydnophytum caminiferum
Palicourea ucayalina
Palicourea vernicosa
Palicourea hollinensis
Palicourea murciae
Palicourea ottonculi
Hydnophytum mayuense
Dolicholobium gertrudis
Dolicholobium peekelii
Coussarea acrensis
Palicourea hondurensis
Palicourea flagellifera
Palicourea zakii
Palicourea divaricata
Palicourea antisanana
Palicourea costenorum
Palicourea drewiana
Palicourea pyramidalis
Pseudolithos mccoyi
Palicourea alagoana
Hydnophytum magnirubrum
Palicourea stevensiana
Palicourea quibdoana
Joosia panamensis
Ibatia dummelii
Palicourea betancuriana
Palicourea stagnicola
Palicourea quijosana
Palicourea huallagana
Palicourea boyacana
Palicourea levis
Secamone schweinfurthii
Palicourea paujilensis
Secamone maritima
Palicourea flagellata
Palicourea valenzuelana
Palicourea shuar
Palicourea articulata
Palicourea yamayakatensis
Coussarea vasqueziana
Hydnophytum minirubrum
Hydnophytum fusiforme
Palicourea winfriedii
Dolicholobium minutilobum
Palicourea micrantha
Palicourea torbeciana
Hydnophytum davisii
Palicourea santanderiana
Palicourea palenquensis
Palicourea gracilenta
Joosia capitata
Palicourea gaertneroides
Palicourea beltraniana
Palicourea torresiana
Palicourea aristata
Palicourea semirasa
Dolicholobium glabrum
Dolicholobium linearilobum
Coussarea vaginata
Palicourea diminuta
Palicourea grandiceps
Palicourea bracteosa
Palicourea lasiantha
Palicourea lucidula
Hydnophytum morotaiense
Hydnophytum orichalcum
Dolicholobium acuminatum
Palicourea cajamarcana
Secamone parviflora
Palicourea meieri
Palicourea dives
Palicourea macrosepala
Heterostemma barikianum
Heterostemma trilobatum
Hydnophytum reevii
Palicourea aschersonianula
Palicourea clarkii
Dolicholobium forbesii
Dolicholobium leptocarpum
Palicourea andina
Palicourea pachystipula
Palicourea sancti-ciprianii
Palicourea parrana
Vangueria obtusifolia
Lachnostoma costanense
Lachnostoma bricenoi
Coussarea mexiae
Palicourea wachterae
Dolicholobium barbatum
Palicourea lewisiorum
Palicourea bullulata
Palicourea kahirica
Dolicholobium graciliflorum
Palicourea tunquiensis
Palicourea mistratoana
Palicourea sanluisensis
Joosia frondosa
Palicourea galerasana
Coussarea pseudopilosula
Secamone lineata
Hydnophytum multituberosum
Palicourea chocoana
Ibatia pucara
Dolicholobium longifructum
Lachnostoma sanctae-martae
Lachnostoma antioquense
Palicourea albaniana
Lachnostoma pastasanum
Joosia confusa
Palicourea magna
Vangueria domatiosa
Hydnophytum dentrecastense
Dolicholobium crassicarpum
Temnopteryx sericea
Tacazzea venosa
Lachnostoma longifolium
Palicourea colorata
Secamone laevis
Palicourea atlantica
Hydnophytum acuminicalyx
Dolicholobium cordatum
Tacazzea pedicellata
Heterostemma ficoides
Secamone chouxii
Hydnophytum hailans
Dolicholobium nakiki
Dolicholobium philippinense
Palicourea azulina
Palicourea lozanoana
Coussarea camposiana
Hydnophytum terrestris
Hydnophytum kebarense
Neuburgia tuberculata
Dolicholobium parviflorum
Dolicholobium ridsdalei
Palicourea condorcanquiana
Palicourea seleri
Secamone auriculata
Secamone insularis
Hydnophytum mamberamoense
Hydnophytum valetonii
Dolicholobium aneityense
Joosia ulei
Palicourea jenaro-herrerana
Palicourea madidiensis
Palicourea palaciosii
Palicourea tocachensis
Heterostemma carnosum
Dolicholobium riuense
Palicourea foreroi
Palicourea ceratophora
Palicourea wolffiae
Palicourea pseudolevis
Palicourea paratinctoria
Palicourea ceronii
Palicourea cauligera
Dolicholobium rubrum
Palicourea divisorana
Palicourea neillii
Palicourea rodriguezii
Secamone glabra
Hydnophytum pauper
Macrocarpaea ovalis
Palicourea sucllii
Heterostemma bicanthaceum
Palicourea aurantiosplendens
Palicourea locuples
Secamone furcata
Palicourea galeottiana
Palicourea flexuosa
Dolicholobium moluccense
Dolicholobium solomonense
Palicourea simpsonii
Coussarea maranonensis
Ibatia micrantha
Palicourea pseudaxillaris
Palicourea tsakiana
Secamone dictyoneura
Coussarea boliviensis
Palicourea amorimii
Tacazzea conferta
Palicourea parvijelskii
Palicourea spiralis
Hydnophytum trichomanes
Hydnophytum dauloense
Dolicholobium rheophilum
Palicourea gonzaleziana
Secamone thouarsii
Gentianopsis nesophila
Dolicholobium seruiense
Palicourea quizhpei
Palicourea imbaburana
Palicourea phanerandra
Heterostemma cucphuongense
Heterostemma saolaense
Dolicholobium brassii
Dolicholobium rufiflorum
Lachnostoma caucanum
Palicourea oxapampana
Palicourea yanesha
Palicourea dodsoniana
Palicourea topoensis
Palicourea glutinosa
Palicourea pseudottonis
Palicourea brachystigma
Cordiera macrophylla
Cordiera stipulacea
Cordiera coriacea
Petalostelma longipedunculatum
Petalostelma dardanoi
Cordiera mussunungae
Cordiera longicaudata
Tulearia splendida
Petalostelma auriculatum
Fagraea gardeniiflora
Kupeantha kupensis
Kanapia monstrosa
Fagraea euneura
Pectinaria erinacea
Fagraea larutensis
Fagraea kinghamii
Laubertia boissieri
Petalostelma andinum
Fagraea epiphytica
Cordiera tuberculata
Cordiera bahiensis
Cordiera rugulata
Fagraea dasyantha
Fagraea cameronensis
Kupeantha ebo
Cordiera montana
Simira colorata
Fagraea coromandelina
Petalostelma cearense
Petalostelma atlanticum
Cordiera carioca
Fagraea plumeriiflora
Fagraea amabilis
Fagraea latibracteata
Kanahia carlsbergiana
Fagraea ternatana
Fagraea pyriformis
Simira robusta
Fagraea fraserensis
Laubertia brasiliensis
Simira pilosa
Fagraea obtusifolia
Tulearia capsaintemariensis
Fagraea dolichopoda
Pectinaria flavescens
Cordiera papillosa
Hunteria maasiorum
Laubertia peninsularis
Baissea concinna
Stephanotis acuminata
Stephanotis thouarsii
Matelea cervantesii
Baissea laxiflora
Polystemma canisferum
Dictyanthus stevensii
Baissea erythrosticta
Dictyanthus parviflorus
Sphinctanthus fluvii-dulcis
Schizoglossum crassipes
Pauridiantha gracilipes
Pauridiantha halleana
Matelea matezkii
Discospermum reyesii
Schizoglossum graminifolium
Polystemma fishbeiniana
Canthium obscurum
Discospermum philippinensis
Schizoglossum austromontanum
Macoubea mesoamericana
Periploca angustifolia
Matelea tezcatlipocantha
Matelea herbacea
Vailia mucronata
Stephanotis schimperi
Matelea tarrazuana
Matelea tlilxochitli
Baissea odorata
Baissea atrobrunnea
Kailarsenia stenosepala
Matelea atrolingua
Matelea hirtelliflora
Matelea falcata
Schizoglossum barbatum
Schizoglossum linifolium
Pauridiantha principensis
Periploca gracilis
Periploca tsiangii
Tripterospermum chevalieri
Polystemma scopulorum
Discospermum parvifolium
Dictyanthus nichongus
Duvalia somalensis
Stilpnophyllum lineatum
Spermacoce riparia
Rhazya greissii
Gomphocarpus semilunatus
Spermacoce brachystema
Argocoffeopsis kivuensis
Sebaea solaris
Leichhardtia brassii
Spermacoce verticillata
Hoffmannia rzedowskiana
Hoffmannia arqueonervosa
Duvalia pubescens
Hoffmannia altipetens
Spermacoce orinocensis
Sebaea chironioides
Stilpnophyllum revolutum
Leichhardtia australis
Spermacoce ocymoides
Spermacoce rubricaulis
Catharanthus makayensis
Gomphocarpus purpurascens
Pentopetia suarezensis
Duvalia vestita
Aidia gyropetala
Sebaea affinis
Spermacoce latifolia
Gonolobus erianthus
Stapeliopsis khamiesbergensis
Gonolobus haussknechtii
Gonolobus espejoi
Gonolobus rumihuilcanus
Gonolobus mollis
Gonolobus gonocarpos
Gonolobus gritensis
Gonolobus scaber
Harmandiella cordifolia
Gonolobus lozadae
Galiniera myrtoides
Mostuea rubrinervis
Gonolobus virescens
Stapeliopsis stayneri
Chapelieria magna
Gonolobus zuliensis
Gonolobus naturalistae
Fernelia obovata
Chapelieria septentrionalis
Gonolobus rotundus
Gonolobus micranthus
Chapelieria multiflora
Gonolobus caamalii
Achilleanthus glabrescens
× Stapvalia oskopensis
